,DATE,MSPUS,income,new_private_house,PPI_Concrete,home_ow_rate,new_private_hw_under,total_emp_cons,monthly_supply,mortgage_rate,permit,population,house_st,p_saving_rate,unemployed_rate,target,all_Const_Emp,IPI_Cement,labor_percent,GDP,emratio,PPI_Cement
126,1997-07-01,145000.0,7071.7,5209.544913075229,4.958639998977875,65.8,836.0,5817.0,4.4,7.4975,1440.0,273074.0,1437.0,5.8,4.9,85.84100000000001,693.6,138.2605,67.2,8662.823,63.9,139.1
127,1997-08-01,145000.0,7119.4,5301.565339380661,4.959341999708705,65.8,836.0,5846.0,4.3,7.48,1449.0,273395.0,1390.0,5.7,4.8,86.15100000000001,695.1,138.4137,67.2,8662.823,63.9,139.5
128,1997-09-01,145000.0,7158.1,5839.884690454822,4.959341999708705,65.8,846.0,5874.0,4.2,7.43,1494.0,273703.0,1546.0,5.9,4.9,86.311,695.7,143.5012,67.1,8662.823,63.9,139.2
129,1997-10-01,144200.0,7205.1,5613.6319283638,4.959341999708705,65.8,858.0,5883.0,4.3,7.294,1499.0,273989.0,1520.0,5.9,4.7,86.40799999999999,696.7,143.0334,67.1,8765.907,63.9,139.5
130,1997-11-01,144200.0,7257.0,5731.476184470282,4.959341999708705,65.8,865.0,5899.0,3.9,7.205,1469.0,274249.0,1510.0,6.1,4.6,86.632,700.0,140.3559,67.2,8765.907,64.1,139.2
131,1997-12-01,144200.0,7300.0,5770.8551432808545,4.959341999708705,65.8,872.0,5938.0,4.4,7.095,1456.0,274499.0,1566.0,6.1,4.7,86.848,703.4,140.801,67.2,8765.907,64.0,139.3
132,1998-01-01,152200.0,7368.9,5224.055154117276,4.959341999708705,66.0,886.0,5983.0,4.0,6.994,1555.0,274732.0,1525.0,7.0,4.6,87.163,704.1,143.4028,67.1,8866.48,64.0,139.3
133,1998-02-01,152200.0,7416.5,5834.949115514025,4.9621450849358215,66.0,896.0,5997.0,3.9,7.0425,1647.0,274943.0,1584.0,7.0,4.6,87.37299999999999,704.2,139.0929,67.1,8866.48,64.0,139.6
134,1998-03-01,152200.0,7464.0,6013.099904803763,4.9621450849358215,66.0,905.0,5969.0,4.1,7.1275,1605.0,275175.0,1567.0,7.1,4.7,87.87700000000001,708.3,137.3363,67.1,8866.48,64.0,139.8
135,1998-04-01,149500.0,7501.7,6117.463371420296,4.9621450849358215,66.1,906.0,6049.0,4.0,7.14,1547.0,275434.0,1540.0,6.9,4.3,88.55799999999999,712.9,138.0548,67.0,8969.699,64.1,144.0
136,1998-05-01,149500.0,7547.0,5953.609299461001,4.962844630259907,66.1,912.0,6087.0,3.9,7.144,1554.0,275700.0,1536.0,6.6,4.4,89.374,718.5,139.0633,67.0,8969.699,64.1,144.3
137,1998-06-01,149500.0,7584.4,5963.517003498542,4.962844630259907,66.1,927.0,6130.0,3.8,6.9975,1551.0,275976.0,1641.0,6.5,4.5,90.195,725.9,138.7419,67.0,8969.699,64.0,145.5
138,1998-07-01,153000.0,7616.9,6387.293999962138,4.962844630259907,66.6,938.0,6172.0,4.0,6.952,1610.0,276266.0,1698.0,6.6,4.5,90.859,731.3,141.7337,67.0,9121.097,64.0,146.1
139,1998-08-01,153000.0,7656.2,6232.134843632122,4.962844630259907,66.6,941.0,6215.0,4.1,6.9225,1654.0,276566.0,1614.0,6.5,4.5,91.407,739.2,139.1771,67.0,9121.097,63.9,146.4
140,1998-09-01,153000.0,7678.1,5889.2816632169315,4.962844630259907,66.6,952.0,6225.0,4.1,6.7225,1577.0,276859.0,1582.0,6.1,4.6,91.751,739.4,141.3677,67.2,9121.097,64.2,146.5
141,1998-10-01,153000.0,7708.8,5889.2816632169315,4.962844630259907,66.5,972.0,6262.0,4.0,6.71,1719.0,277140.0,1715.0,5.9,4.5,91.999,745.3,138.9738,67.2,9293.991,64.1,146.4
142,1998-11-01,153000.0,7745.7,6649.085530549172,4.962844630259907,66.5,976.0,6301.0,3.5,6.865,1672.0,277402.0,1660.0,6.0,4.4,92.197,748.7,143.228,67.1,9293.991,64.2,146.5
143,1998-12-01,153000.0,7771.8,5795.491591132742,4.962844630259907,66.5,1003.0,6378.0,3.8,6.738,1742.0,277658.0,1792.0,5.5,4.4,92.443,754.7,149.91,67.2,9293.991,64.3,146.5
144,1999-01-01,157400.0,7813.1,6623.831325771782,4.973279507552487,66.7,973.0,6357.0,3.9,6.785,1732.0,277891.0,1748.0,6.1,4.3,92.714,764.5,143.0987,67.2,9411.682,64.4,147.4
145,1999-02-01,157400.0,7840.9,5923.903996509384,4.980176086611547,66.7,989.0,6429.0,4.0,6.8075,1720.0,278095.0,1670.0,6.0,4.4,92.981,773.9,146.9786,67.2,9411.682,64.2,147.5
146,1999-03-01,157400.0,7855.9,6999.339474230009,4.980176086611547,66.7,994.0,6402.0,4.1,7.04,1665.0,278324.0,1710.0,5.6,4.2,93.611,778.0,140.1138,67.0,9411.682,64.2,148.0
147,1999-04-01,158700.0,7871.1,6528.023618994169,4.969118613893322,66.7,991.0,6480.0,3.9,6.916,1600.0,278584.0,1553.0,4.7,4.3,94.436,783.6,135.8202,67.1,9526.21,64.2,149.1
148,1999-05-01,158700.0,7894.2,6745.2086789536515,4.9684234452869465,66.7,989.0,6516.0,4.0,7.145,1640.0,278859.0,1611.0,4.4,4.2,95.36,792.2,133.8325,67.1,9526.21,64.3,149.9
149,1999-06-01,158700.0,7925.1,6872.062673970495,4.970507503005476,66.7,981.0,6547.0,3.9,7.55,1702.0,279148.0,1559.0,4.3,4.3,96.363,798.5,133.9478,67.1,9526.21,64.2,149.9
150,1999-07-01,159100.0,7965.8,6613.734489607713,4.970507503005476,66.8,983.0,6571.0,4.0,7.632,1682.0,279448.0,1669.0,4.4,4.3,97.192,803.7,131.7943,67.1,9686.626,64.2,149.7
151,1999-08-01,159100.0,8016.9,6442.514783724468,4.970507503005476,66.8,989.0,6586.0,4.0,7.9425,1671.0,279752.0,1648.0,4.3,4.2,97.897,806.1,133.2683,67.0,9686.626,64.2,149.8
152,1999-09-01,159100.0,8041.2,6846.657890223891,4.970507503005476,66.8,983.0,6613.0,4.5,7.8225,1551.0,280053.0,1635.0,3.7,4.2,98.399,810.0,131.4058,67.0,9686.626,64.2,149.8
153,1999-10-01,165300.0,8102.4,6593.549139152739,4.971201224850849,66.9,983.0,6640.0,4.2,7.852,1649.0,280337.0,1608.0,4.0,4.1,98.832,811.5,136.7582,67.0,9900.169,64.3,149.5
154,1999-11-01,165300.0,8165.3,6608.687111251472,4.971201224850849,66.9,983.0,6687.0,4.3,7.7375,1672.0,280594.0,1648.0,4.1,4.1,99.149,819.6,148.7383,67.1,9900.169,64.4,149.4
155,1999-12-01,165300.0,8251.2,6928.012671481835,4.971201224850849,66.9,983.0,6709.0,4.3,7.912,1683.0,280846.0,1708.0,3.7,4.0,99.543,822.8,148.3553,67.1,9900.169,64.4,149.0
156,2000-01-01,165300.0,8348.0,6497.820872827984,4.971201224850849,67.1,991.0,6752.0,4.3,8.21,1727.0,281083.0,1636.0,4.5,4.0,100.0,832.5,144.613,67.3,10002.179,64.6,149.1
157,2000-02-01,165300.0,8408.8,7019.742666885667,4.974662633637438,67.1,998.0,6730.0,4.3,8.325,1692.0,281299.0,1737.0,4.0,4.1,100.571,834.3,143.9732,67.3,10002.179,64.6,148.3
158,2000-03-01,165300.0,8468.3,7157.742505269718,4.974662633637438,67.1,988.0,6811.0,4.3,8.24,1651.0,281531.0,1604.0,3.8,4.0,101.466,843.2,151.6946,67.3,10002.179,64.6,148.1
159,2000-04-01,163200.0,8506.8,6679.413372390101,4.974662633637438,67.3,989.0,6794.0,4.4,8.1525,1597.0,281763.0,1626.0,4.3,3.8,102.541,834.0,142.1024,67.3,10247.72,64.7,148.6
160,2000-05-01,163200.0,8544.5,7045.26167026411,5.011967739330034,67.3,985.0,6770.0,4.4,8.515,1543.0,281996.0,1575.0,4.3,4.0,103.702,827.9,143.7562,67.1,10247.72,64.4,149.1
161,2000-06-01,163200.0,8597.8,6277.110239460589,4.9788005705762375,67.3,982.0,6778.0,4.8,8.288,1572.0,282247.0,1559.0,4.3,4.0,104.855,826.7,140.99,67.1,10247.72,64.5,149.3
162,2000-07-01,168800.0,8665.3,6102.534546072307,4.9788005705762375,67.5,979.0,6794.0,4.1,8.1475,1542.0,282504.0,1463.0,4.7,4.0,105.722,828.9,140.54,66.9,10318.165,64.2,149.3
163,2000-08-01,168800.0,8712.2,6492.7895338112285,4.9788005705762375,67.5,976.0,6796.0,4.4,8.0275,1552.0,282769.0,1541.0,4.8,4.1,106.522,822.2,144.0,66.9,10318.165,64.2,148.8
164,2000-09-01,168800.0,8757.7,6267.110679826019,4.9788005705762375,67.5,970.0,6807.0,4.0,7.912,1570.0,283033.0,1507.0,4.1,3.9,107.135,818.2,142.1897,66.9,10318.165,64.2,148.6
165,2000-10-01,172900.0,8792.1,6192.205675211249,4.9788005705762375,67.5,972.0,6814.0,4.0,7.795,1577.0,283285.0,1549.0,4.3,3.9,107.728,813.2,143.4779,66.8,10435.744,64.2,148.4
166,2000-11-01,172900.0,8809.9,6322.143698898207,4.9788005705762375,67.5,970.0,6817.0,4.2,7.745,1614.0,283523.0,1551.0,4.3,3.9,108.291,805.8,137.4387,66.9,10435.744,64.3,148.6
167,2000-12-01,172900.0,8844.0,6232.134843632122,4.978112102390695,67.5,969.0,6792.0,3.6,7.382,1543.0,283748.0,1532.0,4.1,3.9,108.791,797.2,130.5541,67.0,10435.744,64.4,147.5
168,2001-01-01,169800.0,8940.9,5909.061382306742,4.978112102390695,67.6,986.0,6824.0,3.8,7.0325,1699.0,283960.0,1600.0,4.5,4.2,109.214,782.8,139.6751,67.2,10470.231,64.4,148.3
169,2001-02-01,169800.0,8975.8,6307.126110657066,4.978112102390695,67.6,987.0,6841.0,3.7,7.05,1656.0,284166.0,1625.0,4.6,4.2,109.642,781.8,143.9848,67.1,10470.231,64.3,148.0
170,2001-03-01,169800.0,9009.4,5978.384114063907,4.978112102390695,67.6,1001.0,6862.0,3.8,6.952,1659.0,284380.0,1590.0,4.9,4.3,110.394,775.5,147.6021,67.2,10470.231,64.3,147.4
171,2001-04-01,179000.0,9008.9,6497.820872827984,5.003946305945459,67.8,1007.0,6844.0,3.9,7.0775,1666.0,284602.0,1649.0,4.8,4.4,111.248,772.8,152.7133,66.9,10599.0,64.0,148.9
172,2001-05-01,179000.0,9011.1,6112.486367049678,5.012633296758929,67.8,1015.0,6849.0,4.0,7.145,1665.0,284834.0,1605.0,4.3,4.3,112.203,775.0,149.6911,66.7,10599.0,63.8,148.8
173,2001-06-01,179000.0,9017.1,6902.570734496245,5.012633296758929,67.8,1013.0,6840.0,4.2,7.16,1626.0,285076.0,1636.0,4.2,4.5,113.272,779.6,147.0751,66.7,10599.0,63.7,148.6
174,2001-07-01,172500.0,9014.6,6538.096797337189,5.012633296758929,67.9,1017.0,6845.0,4.2,7.1275,1598.0,285324.0,1670.0,5.4,4.6,114.226,781.6,147.7865,66.8,10598.02,63.7,149.1
175,2001-08-01,172500.0,9001.4,6704.70552156522,5.012633296758929,67.9,1011.0,6827.0,4.4,6.95,1615.0,285584.0,1567.0,6.5,4.9,114.987,781.8,145.3626,66.5,10598.02,63.2,149.1
176,2001-09-01,172500.0,8975.3,6382.278174968095,5.012633296758929,67.9,1014.0,6813.0,4.4,6.8175,1565.0,285842.0,1562.0,6.9,5.0,115.465,782.9,143.2876,66.8,10598.02,63.5,149.1
177,2001-10-01,171100.0,8987.3,6623.831325771782,5.012633296758929,67.9,1008.0,6804.0,4.3,6.6175,1566.0,286086.0,1540.0,2.9,5.3,115.681,785.9,146.5655,66.7,10660.465,63.2,149.4
178,2001-11-01,171100.0,8985.1,6402.345726880756,5.012633296758929,67.9,1011.0,6784.0,4.1,6.658,1651.0,286315.0,1602.0,3.4,5.5,115.839,787.2,151.3362,66.7,10660.465,63.0,149.1
179,2001-12-01,171100.0,8990.7,7101.462012191883,5.012633296758929,67.9,996.0,6785.0,3.8,7.065,1680.0,286533.0,1568.0,3.7,5.7,116.056,789.2,149.4688,66.7,10660.465,62.9,149.0
180,2002-01-01,188700.0,9015.6,6790.82709353617,5.012633296758929,67.9,996.0,6775.0,4.2,6.9975,1665.0,286739.0,1698.0,5.6,5.7,116.437,785.8,154.1368,66.5,10783.5,62.7,148.8
181,2002-02-01,188700.0,9031.9,6989.141888089321,5.012633296758929,67.9,1005.0,6766.0,4.0,6.8925,1787.0,286935.0,1829.0,5.4,5.7,116.917,794.9,153.3106,66.8,10783.5,63.0,148.4
182,2002-03-01,188700.0,9050.7,6422.42460402362,5.007965065540377,67.9,1013.0,6755.0,4.1,7.014,1691.0,287131.0,1642.0,5.5,5.7,117.929,798.8,144.7966,66.6,10783.5,62.8,147.9
183,2002-04-01,187200.0,9099.9,6755.341320745695,5.017941869278694,67.8,1011.0,6710.0,4.3,6.985,1669.0,287343.0,1592.0,5.4,5.9,119.209,796.8,142.7707,66.7,10887.46,62.7,151.8
184,2002-05-01,187200.0,9131.0,7162.86287417287,5.017941869278694,67.8,1019.0,6684.0,4.0,6.806,1716.0,287571.0,1764.0,6.1,5.8,120.788,799.3,141.9094,66.7,10887.46,62.9,152.2
185,2002-06-01,187200.0,9164.8,6573.3749026387395,5.020585624949423,67.8,1023.0,6701.0,4.2,6.65,1758.0,287808.0,1717.0,6.1,5.8,122.333,798.7,144.8674,66.6,10887.46,62.7,151.9
186,2002-07-01,178100.0,9157.5,6704.70552156522,5.020585624949423,67.9,1029.0,6688.0,4.2,6.485,1738.0,288051.0,1655.0,5.3,5.8,123.687,800.8,143.1601,66.5,10984.04,62.7,151.9
187,2002-08-01,178100.0,9175.3,7250.0096914761225,5.020585624949423,67.9,1013.0,6701.0,4.0,6.29,1695.0,288303.0,1633.0,5.2,5.7,124.729,807.1,142.5233,66.6,10984.04,62.7,152.7
188,2002-09-01,178100.0,9197.1,6836.500721005451,5.020585624949423,67.9,1024.0,6702.0,3.9,6.0925,1803.0,288554.0,1804.0,5.8,5.7,125.494,809.4,144.0017,66.7,10984.04,63.0,152.6
189,2002-10-01,190100.0,9229.6,6633.930932283654,5.020585624949423,68.2,1026.0,6689.0,4.0,6.1125,1799.0,288794.0,1648.0,5.6,5.7,126.137,810.5,140.5239,66.6,11061.433,62.7,152.6
190,2002-11-01,190100.0,9258.8,7229.487508047985,5.020585624949423,68.2,1031.0,6713.0,4.0,6.068,1771.0,289012.0,1753.0,5.6,5.9,126.643,826.7,141.7779,66.4,11061.433,62.5,152.0
191,2002-12-01,190100.0,9288.3,6989.141888089321,5.020585624949423,68.2,1033.0,6700.0,4.0,6.0475,1896.0,289214.0,1788.0,5.3,6.0,127.151,816.8,136.1994,66.3,11061.433,62.4,151.0
192,2003-01-01,186000.0,9290.1,6902.570734496245,5.020585624949423,68.1,1049.0,6704.0,4.0,5.916,1808.0,289412.0,1853.0,5.3,5.8,127.652,817.8,145.7576,66.4,11174.129,62.5,151.0
193,2003-02-01,186000.0,9296.2,7075.906441682624,5.0330488889331555,68.1,1044.0,6667.0,4.5,5.8425,1854.0,289606.0,1629.0,5.2,5.9,128.326,817.7,130.6707,66.4,11174.129,62.5,151.1
194,2003-03-01,186000.0,9333.8,6821.270058387847,5.04148775757902,68.1,1044.0,6654.0,4.1,5.745,1757.0,289809.0,1726.0,4.9,5.9,129.308,821.1,139.9231,66.3,11174.129,62.4,151.1
195,2003-04-01,191800.0,9356.4,6943.285911839155,5.046002437933547,68.2,1043.0,6689.0,4.1,5.8125,1803.0,290024.0,1643.0,5.0,6.0,130.488,828.9,143.4302,66.4,11312.766,62.4,150.7
196,2003-05-01,191800.0,9414.4,7306.499568082119,5.046002437933547,68.2,1047.0,6706.0,3.9,5.484,1835.0,290250.0,1751.0,5.3,6.1,131.839,829.0,143.716,66.4,11312.766,62.3,151.1
197,2003-06-01,191800.0,9455.3,6836.500721005451,5.046002437933547,68.2,1064.0,6723.0,3.5,5.23,1875.0,290484.0,1867.0,5.1,6.3,133.225,836.9,146.5043,66.5,11312.766,62.3,151.2
198,2003-07-01,191900.0,9491.6,7035.052069408786,5.046002437933547,68.3,1078.0,6735.0,3.6,5.6325,1885.0,290726.0,1897.0,5.9,6.2,134.64700000000002,836.7,151.803,66.2,11566.669,62.1,151.0
199,2003-08-01,191900.0,9538.8,6477.699727155792,5.046002437933547,68.3,1102.0,6760.0,3.5,6.264,1966.0,290974.0,1833.0,5.7,6.1,135.966,840.2,152.498,66.1,11566.669,62.1,150.6
200,2003-09-01,191900.0,9582.5,7234.617072340134,5.046002437933547,68.3,1121.0,6783.0,3.8,6.1475,1961.0,291222.0,1939.0,4.9,6.1,137.076,850.2,154.9852,66.1,11566.669,62.0,150.2
201,2003-10-01,198800.0,9620.4,7280.812571258073,5.046002437933547,68.5,1135.0,6784.0,3.8,5.952,2012.0,291463.0,1967.0,5.0,6.0,137.975,854.6,162.1132,66.1,11772.234,62.1,149.6
202,2003-11-01,198800.0,9688.2,7096.349572061607,5.046002437933547,68.5,1158.0,6796.0,4.1,5.9325,1918.0,291677.0,2083.0,5.0,5.8,138.765,858.5,156.7902,66.1,11772.234,62.3,149.5
203,2003-12-01,198800.0,9713.2,7219.230344376182,5.046002437933547,68.5,1183.0,6827.0,4.0,5.876,1987.0,291868.0,2057.0,5.0,5.7,139.627,863.3,160.271,65.9,11772.234,62.2,149.4
204,2004-01-01,212700.0,9731.8,7183.350934408944,5.046002437933547,68.7,1191.0,6848.0,3.8,5.7125,1952.0,292046.0,1911.0,4.6,5.7,140.705,866.4,152.7907,66.1,11923.447,62.3,149.4
205,2004-02-01,212700.0,9765.4,7229.487508047985,5.046002437933547,68.7,1197.0,6838.0,3.7,5.635,1966.0,292230.0,1846.0,4.6,5.6,142.029,867.3,149.9506,66.0,11923.447,62.3,149.5
206,2004-03-01,212700.0,9815.8,7621.1794451202995,5.046002437933547,68.7,1219.0,6887.0,3.6,5.445,2066.0,292434.0,1998.0,4.5,5.8,144.08,875.7,169.2419,66.0,11923.447,62.2,150.2
207,2004-04-01,217600.0,9865.8,8373.267904238872,5.053694783556702,69.4,1222.0,6901.0,4.0,5.83,2070.0,292651.0,2003.0,4.9,5.6,146.18,876.2,170.912,65.9,12112.815,62.3,152.1
208,2004-05-01,217600.0,9950.0,8136.877481824961,5.053694783556702,69.4,1233.0,6948.0,3.8,6.27,2150.0,292872.0,1981.0,4.8,5.6,148.335,890.8,166.8739,66.0,12112.815,62.3,153.6
209,2004-06-01,217600.0,9988.4,7948.64931594663,5.053694783556702,69.4,1229.0,6962.0,3.9,6.2875,2020.0,293103.0,1828.0,5.4,5.6,150.518,891.3,161.1205,66.1,12112.815,62.4,153.9
210,2004-07-01,213500.0,10033.0,8074.046749096945,5.053694783556702,68.9,1247.0,6977.0,4.5,6.056,2112.0,293350.0,2002.0,4.7,5.5,152.33700000000002,898.6,165.4313,66.1,12305.307,62.5,154.4
211,2004-08-01,213500.0,10078.2,8231.287376410366,5.053694783556702,68.9,1238.0,7003.0,4.3,5.8675,2056.0,293603.0,2024.0,4.7,5.4,153.814,903.4,165.3898,66.0,12305.307,62.4,157.7
212,2004-09-01,213500.0,10110.5,7631.537051539138,5.053694783556702,68.9,1247.0,7029.0,4.1,5.754,2041.0,293857.0,1905.0,4.1,5.4,155.108,910.4,164.6773,65.8,12305.307,62.3,160.4
213,2004-10-01,228800.0,10159.3,7854.834013463141,5.053694783556702,69.1,1264.0,7077.0,3.9,5.7225,2097.0,294104.0,2072.0,3.9,5.5,156.298,918.3,159.7799,65.9,12527.214,62.3,160.4
214,2004-11-01,228800.0,10171.5,7435.1777422870355,5.053694783556702,69.1,1268.0,7091.0,4.3,5.73,2079.0,294337.0,1782.0,3.4,5.4,157.496,923.5,155.9717,66.0,12527.214,62.5,161.4
215,2004-12-01,228800.0,10520.8,8283.82178548201,5.053694783556702,69.1,1280.0,7117.0,4.1,5.752,2082.0,294561.0,2042.0,6.2,5.4,158.67,927.4,165.2899,65.9,12527.214,62.4,161.5
216,2005-01-01,232500.0,10247.0,8131.63824215061,5.056245805348308,69.2,1302.0,7095.0,4.4,5.71,2139.0,294768.0,2144.0,2.7,5.3,160.13,932.1,162.337,65.8,12767.286,62.4,166.8
217,2005-02-01,232500.0,10282.7,8215.538794774044,5.0912931971137105,69.2,1322.0,7153.0,4.3,5.6275,2114.0,294955.0,2207.0,2.3,5.4,161.924,938.0,166.6182,65.9,12767.286,62.4,168.8
218,2005-03-01,232500.0,10347.9,7584.947780651967,5.076423034634259,69.2,1311.0,7181.0,4.1,5.928,2062.0,295149.0,1864.0,2.5,5.2,164.576,942.5,164.584,65.9,12767.286,62.4,169.0
219,2005-04-01,233700.0,10412.1,8315.371257663031,5.101085197018328,68.7,1324.0,7266.0,4.3,5.855,2150.0,295359.0,2061.0,2.1,5.2,166.99900000000002,947.9,160.4395,66.1,12922.656,62.7,171.8
220,2005-05-01,233700.0,10464.1,9250.200895633494,5.101085197018328,68.7,1322.0,7294.0,4.2,5.72,2085.0,295582.0,2025.0,2.6,5.1,169.544,953.0,164.6264,66.1,12922.656,62.8,172.2
221,2005-06-01,233700.0,10498.0,8515.683012676678,5.101085197018328,68.7,1329.0,7333.0,4.3,5.582,2178.0,295824.0,2068.0,2.0,5.0,172.015,958.8,164.5805,66.1,12922.656,62.7,172.5
222,2005-07-01,236400.0,10558.3,8100.215568194485,5.101085197018328,68.7,1338.0,7353.0,4.2,5.695,2203.0,296077.0,2054.0,1.4,5.0,174.09799999999998,964.7,157.5149,66.1,13142.642,62.8,179.0
223,2005-08-01,236400.0,10619.6,8447.058824713622,5.101085197018328,68.7,1356.0,7394.0,4.5,5.82,2219.0,296338.0,2095.0,2.0,4.9,175.923,964.8,158.9917,66.2,13142.642,62.9,179.2
224,2005-09-01,236400.0,10687.7,8289.07853168889,5.101085197018328,68.7,1377.0,7415.0,4.7,5.774,2263.0,296606.0,2151.0,2.0,5.0,177.611,967.6,160.2513,66.1,13142.642,62.8,180.2
225,2005-10-01,243600.0,10767.3,8499.837797028864,5.101085197018328,68.9,1376.0,7460.0,4.5,6.065,2170.0,296857.0,2065.0,2.3,5.0,178.752,972.8,161.7801,66.1,13324.204,62.8,180.3
226,2005-11-01,243600.0,10815.4,8210.29047407048,5.101085197018328,68.9,1395.0,7524.0,5.0,6.33,2218.0,297089.0,2147.0,2.6,5.0,179.673,985.7,166.926,66.0,13324.204,62.7,180.6
227,2005-12-01,243600.0,10853.1,8389.070430736838,5.101694025043223,68.9,1405.0,7533.0,4.9,6.272,2120.0,297311.0,1994.0,2.5,4.9,180.107,995.7,170.1105,66.0,13324.204,62.8,181.3
228,2006-01-01,247700.0,11038.6,8892.221921625058,5.126342101808226,68.6,1424.0,7601.0,5.3,6.145,2212.0,297526.0,2273.0,3.0,4.7,180.828,1008.1,192.0322,66.0,13599.16,62.9,191.0
229,2006-02-01,247700.0,11102.6,8956.150148075627,5.135210028677887,68.6,1423.0,7664.0,6.1,6.2525,2141.0,297734.0,2119.0,3.2,4.8,181.5,1012.7,186.9827,66.1,13599.16,63.0,191.5
230,2006-03-01,247700.0,11171.8,10017.128354117704,5.135210028677887,68.6,1423.0,7689.0,5.9,6.324,2118.0,297950.0,1969.0,3.3,4.7,182.749,1017.8,174.864,66.2,13599.16,63.1,195.3
231,2006-04-01,246300.0,11229.5,9078.908753679541,5.138148614395216,68.8,1401.0,7726.0,6.3,6.5075,1998.0,298170.0,1821.0,3.1,4.7,183.648,1022.0,165.8735,66.1,13753.424,63.0,196.7
232,2006-05-01,246300.0,11251.1,8157.8405094775135,5.138148614395216,68.8,1409.0,7713.0,6.2,6.5975,1905.0,298401.0,1942.0,2.9,4.6,184.38,1016.6,160.6514,66.1,13753.424,63.1,197.6
233,2006-06-01,246300.0,11292.8,8966.812856519524,5.138148614395216,68.8,1383.0,7699.0,6.3,6.682,1867.0,298653.0,1802.0,2.9,4.6,184.547,1007.8,161.3281,66.2,13753.424,63.1,197.8
234,2006-07-01,235600.0,11322.1,8352.206215699322,5.138148614395216,68.9,1363.0,7712.0,7.3,6.7625,1763.0,298910.0,1737.0,2.3,4.7,184.608,1007.3,152.8727,66.1,13870.188,63.0,199.4
235,2006-08-01,235600.0,11346.8,8053.122675278114,5.138148614395216,68.9,1339.0,7720.0,6.7,6.524,1722.0,299178.0,1650.0,2.5,4.7,184.405,1009.2,153.7995,66.2,13870.188,63.1,200.0
236,2006-09-01,235600.0,11383.9,8759.303856812474,5.138148614395216,68.9,1317.0,7718.0,6.7,6.4025,1655.0,299452.0,1720.0,2.4,4.5,184.198,1011.6,149.9671,66.1,13870.188,63.1,201.0
237,2006-10-01,245400.0,11417.8,8268.055149220798,5.138148614395216,68.8,1283.0,7682.0,7.3,6.3575,1570.0,299710.0,1491.0,2.4,4.4,184.054,1005.8,151.0867,66.2,14039.56,63.3,201.0
238,2006-11-01,245400.0,11479.3,8136.877481824961,5.138148614395216,68.8,1265.0,7666.0,6.6,6.24,1535.0,299950.0,1570.0,2.7,4.5,183.631,996.0,153.3176,66.3,14039.56,63.3,200.9
239,2006-12-01,245400.0,11587.6,8110.687359918126,5.138148614395216,68.8,1247.0,7685.0,6.5,6.135,1638.0,300178.0,1649.0,2.6,4.4,183.229,989.5,167.7527,66.4,14039.56,63.4,200.8
240,2007-01-01,257400.0,11647.1,7766.415398210283,5.161351511474879,68.5,1217.0,7725.0,7.2,6.2175,1626.0,300398.0,1409.0,2.4,4.6,182.718,982.5,159.9997,66.4,14215.651,63.3,206.3
241,2007-02-01,257400.0,11734.2,6831.4231543154365,5.162497643405501,68.5,1206.0,7626.0,7.9,6.285,1598.0,300608.0,1480.0,2.8,4.5,182.471,977.3,153.1247,66.3,14215.651,63.3,204.3
242,2007-03-01,257400.0,11821.4,6745.2086789536515,5.174453379325651,68.5,1192.0,7706.0,7.9,6.156,1596.0,300823.0,1495.0,3.0,4.4,182.194,973.2,154.2676,66.2,14215.651,63.3,205.1
243,2007-04-01,242200.0,11868.1,6322.143698898207,5.244389024522481,68.3,1181.0,7686.0,7.4,6.18,1470.0,301045.0,1490.0,3.0,4.5,182.131,966.8,152.5383,65.9,14402.082,63.0,210.0
244,2007-05-01,242200.0,11908.7,6307.126110657066,5.244389024522481,68.3,1164.0,7673.0,7.8,6.262,1493.0,301278.0,1415.0,2.8,4.4,181.884,965.1,154.5282,66.0,14402.082,63.0,209.3
245,2007-06-01,242200.0,11929.2,6032.953718089785,5.244389024522481,68.3,1161.0,7687.0,8.2,6.6575,1407.0,301528.0,1448.0,2.7,4.6,181.54,964.0,149.986,66.0,14402.082,63.0,208.3
246,2007-07-01,241800.0,11955.7,6297.117957792947,5.244389024522481,68.0,1144.0,7660.0,8.3,6.695,1361.0,301790.0,1354.0,2.6,4.7,180.993,954.4,150.4928,66.0,14564.117,62.9,208.8
247,2007-08-01,241800.0,11963.1,6187.217779233167,5.244389024522481,68.0,1123.0,7610.0,9.2,6.572,1321.0,302064.0,1330.0,2.2,4.6,180.234,942.1,149.1233,65.8,14564.117,62.7,208.3
248,2007-09-01,241800.0,12025.5,5418.213386804154,5.244389024522481,68.0,1108.0,7577.0,9.2,6.3825,1261.0,302334.0,1183.0,2.3,4.7,179.122,936.5,149.8047,66.0,14564.117,62.9,210.7
249,2007-10-01,238400.0,12046.8,5657.771869144015,5.244916589820922,67.8,1096.0,7565.0,8.5,6.375,1192.0,302590.0,1264.0,2.2,4.7,177.53,921.6,147.7916,65.8,14715.058,62.7,210.2
250,2007-11-01,238400.0,12102.8,5584.239929952998,5.244916589820922,67.8,1080.0,7523.0,9.4,6.208,1224.0,302834.0,1197.0,1.9,4.7,175.162,895.0,151.5488,66.0,14715.058,62.9,210.1
